"","SEQN","Schooling"
"85881",87521,4
"85882",87522,5
"85883",87523,NA
"85884",87524,4
"85885",87525,NA
"85886",87526,NA
"85887",87527,NA
"85888",87528,NA
"85889",87529,4
"85890",87530,5
"85891",87531,3
"85892",87532,NA
"85893",87533,4
"85894",87534,3
"85895",87535,NA
"85896",87536,NA
"85897",87537,NA
"85898",87538,1
"85899",87539,2
"85900",87540,NA
"85901",87541,NA
"85902",87542,NA
"85903",87543,NA
"85904",87544,4
"85905",87545,4
"85906",87546,NA
"85907",87547,NA
"85908",87548,2
"85909",87549,NA
"85910",87550,NA
"85911",87551,3
"85912",87552,NA
"85913",87553,NA
"85914",87554,5
"85915",87555,4
"85916",87556,3
"85917",87557,NA
"85918",87558,NA
"85919",87559,2
"85920",87560,5
"85921",87561,NA
"85922",87562,NA
"85923",87563,NA
"85924",87564,4
"85925",87565,5
"85926",87566,NA
"85927",87567,NA
"85928",87568,2
"85929",87569,NA
"85930",87570,NA
"85931",87571,NA
"85932",87572,NA
"85933",87573,5
"85934",87574,NA
"85935",87575,NA
"85936",87576,NA
"85937",87577,3
"85938",87578,NA
"85939",87579,NA
"85940",87580,4
"85941",87581,5
"85942",87582,5
"85943",87583,3
"85944",87584,NA
"85945",87585,3
"85946",87586,1
"85947",87587,4
"85948",87588,NA
"85949",87589,NA
"85950",87590,NA
"85951",87591,5
"85952",87592,3
"85953",87593,5
"85954",87594,1
"85955",87595,NA
"85956",87596,5
"85957",87597,NA
"85958",87598,1
"85959",87599,5
"85960",87600,4
"85961",87601,3
"85962",87602,NA
"85963",87603,4
"85964",87604,NA
"85965",87605,3
"85966",87606,3
"85967",87607,3
"85968",87608,5
"85969",87609,NA
"85970",87610,NA
"85971",87611,NA
"85972",87612,NA
"85973",87613,NA
"85974",87614,NA
"85975",87615,NA
"85976",87616,NA
"85977",87617,NA
"85978",87618,NA
"85979",87619,NA
"85980",87620,NA
"85981",87621,NA
"85982",87622,NA
"85983",87623,5
"85984",87624,NA
"85985",87625,NA
"85986",87626,1
"85987",87627,1
"85988",87628,3
"85989",87629,NA
"85990",87630,5
"85991",87631,NA
"85992",87632,2
"85993",87633,5
"85994",87634,5
"85995",87635,NA
"85996",87636,4
"85997",87637,1
"85998",87638,1
"85999",87639,4
"86000",87640,3
"86001",87641,5
"86002",87642,NA
"86003",87643,NA
"86004",87644,NA
"86005",87645,2
"86006",87646,1
"86007",87647,NA
"86008",87648,5
"86009",87649,2
"86010",87650,NA
"86011",87651,NA
"86012",87652,2
"86013",87653,1
"86014",87654,NA
"86015",87655,3
"86016",87656,NA
"86017",87657,1
"86018",87658,NA
"86019",87659,NA
"86020",87660,NA
"86021",87661,3
"86022",87662,NA
"86023",87663,4
"86024",87664,4
"86025",87665,2
"86026",87666,NA
"86027",87667,5
"86028",87668,3
"86029",87669,5
"86030",87670,NA
"86031",87671,3
"86032",87672,2
"86033",87673,2
"86034",87674,NA
"86035",87675,NA
"86036",87676,NA
"86037",87677,4
"86038",87678,NA
"86039",87679,NA
"86040",87680,NA
"86041",87681,NA
"86042",87682,NA
"86043",87683,NA
"86044",87684,5
"86045",87685,NA
"86046",87686,NA
"86047",87687,NA
"86048",87688,3
"86049",87689,NA
"86050",87690,1
"86051",87691,5
"86052",87692,4
"86053",87693,4
"86054",87694,5
"86055",87695,NA
"86056",87696,2
"86057",87697,4
"86058",87698,NA
"86059",87699,4
"86060",87700,NA
"86061",87701,NA
"86062",87702,NA
"86063",87703,1
"86064",87704,NA
"86065",87705,NA
"86066",87706,3
"86067",87707,5
"86068",87708,NA
"86069",87709,NA
"86070",87710,5
"86071",87711,5
"86072",87712,3
"86073",87713,NA
"86074",87714,NA
"86075",87715,NA
"86076",87716,NA
"86077",87717,4
"86078",87718,NA
"86079",87719,4
"86080",87720,3
"86081",87721,4
"86082",87722,NA
"86083",87723,NA
"86084",87724,NA
"86085",87725,NA
"86086",87726,NA
"86087",87727,3
"86088",87728,NA
"86089",87729,3
"86090",87730,NA
"86091",87731,NA
"86092",87732,NA
"86093",87733,5
"86094",87734,5
"86095",87735,NA
"86096",87736,4
"86097",87737,NA
"86098",87738,NA
"86099",87739,NA
"86100",87740,NA
"86101",87741,5
"86102",87742,4
"86103",87743,NA
"86104",87744,NA
"86105",87745,NA
"86106",87746,4
"86107",87747,NA
"86108",87748,5
"86109",87749,4
"86110",87750,4
"86111",87751,NA
"86112",87752,NA
"86113",87753,NA
"86114",87754,NA
"86115",87755,NA
"86116",87756,4
"86117",87757,4
"86118",87758,4
"86119",87759,NA
"86120",87760,NA
"86121",87761,2
"86122",87762,2
"86123",87763,NA
"86124",87764,NA
"86125",87765,NA
"86126",87766,3
"86127",87767,NA
"86128",87768,NA
"86129",87769,3
"86130",87770,4
"86131",87771,NA
"86132",87772,2
"86133",87773,3
"86134",87774,3
"86135",87775,NA
"86136",87776,1
"86137",87777,1
"86138",87778,4
"86139",87779,4
"86140",87780,5
"86141",87781,5
"86142",87782,NA
"86143",87783,4
"86144",87784,5
"86145",87785,NA
"86146",87786,NA
"86147",87787,NA
"86148",87788,5
"86149",87789,NA
"86150",87790,4
"86151",87791,4
"86152",87792,NA
"86153",87793,NA
"86154",87794,NA
"86155",87795,1
"86156",87796,NA
"86157",87797,5
"86158",87798,1
"86159",87799,5
"86160",87800,1
"86161",87801,2
"86162",87802,5
"86163",87803,2
"86164",87804,NA
"86165",87805,5
"86166",87806,5
"86167",87807,NA
"86168",87808,5
"86169",87809,5
"86170",87810,NA
"86171",87811,NA
"86172",87812,NA
"86173",87813,NA
"86174",87814,3
"86175",87815,NA
"86176",87816,4
"86177",87817,NA
"86178",87818,1
"86179",87819,3
"86180",87820,NA
"86181",87821,4
"86182",87822,NA
"86183",87823,NA
"86184",87824,4
"86185",87825,NA
"86186",87826,NA
"86187",87827,3
"86188",87828,NA
"86189",87829,5
"86190",87830,4
"86191",87831,NA
"86192",87832,3
"86193",87833,1
"86194",87834,NA
"86195",87835,NA
"86196",87836,NA
"86197",87837,NA
"86198",87838,NA
"86199",87839,3
"86200",87840,5
"86201",87841,4
"86202",87842,1
"86203",87843,1
"86204",87844,3
"86205",87845,5
"86206",87846,NA
"86207",87847,NA
"86208",87848,4
"86209",87849,4
"86210",87850,4
"86211",87851,3
"86212",87852,5
"86213",87853,1
"86214",87854,NA
"86215",87855,NA
"86216",87856,2
"86217",87857,5
"86218",87858,NA
"86219",87859,3
"86220",87860,NA
"86221",87861,NA
"86222",87862,NA
"86223",87863,NA
"86224",87864,NA
"86225",87865,NA
"86226",87866,NA
"86227",87867,NA
"86228",87868,NA
"86229",87869,NA
"86230",87870,1
"86231",87871,1
"86232",87872,3
"86233",87873,5
"86234",87874,3
"86235",87875,5
"86236",87876,NA
"86237",87877,NA
"86238",87878,NA
"86239",87879,NA
"86240",87880,4
"86241",87881,NA
"86242",87882,5
"86243",87883,NA
"86244",87884,3
"86245",87885,4
"86246",87886,4
"86247",87887,1
"86248",87888,NA
"86249",87889,NA
"86250",87890,1
"86251",87891,3
"86252",87892,4
"86253",87893,NA
"86254",87894,NA
"86255",87895,1
"86256",87896,3
"86257",87897,5
"86258",87898,5
"86259",87899,NA
"86260",87900,NA
"86261",87901,3
"86262",87902,NA
"86263",87903,2
"86264",87904,3
"86265",87905,2
"86266",87906,4
"86267",87907,NA
"86268",87908,NA
"86269",87909,3
"86270",87910,4
"86271",87911,NA
"86272",87912,NA
"86273",87913,2
"86274",87914,5
"86275",87915,NA
"86276",87916,1
"86277",87917,NA
"86278",87918,4
"86279",87919,5
"86280",87920,1
"86281",87921,5
"86282",87922,3
"86283",87923,1
"86284",87924,NA
"86285",87925,5
"86286",87926,NA
"86287",87927,NA
"86288",87928,NA
"86289",87929,NA
"86290",87930,5
"86291",87931,NA
"86292",87932,NA
"86293",87933,NA
"86294",87934,4
"86295",87935,NA
"86296",87936,NA
"86297",87937,5
"86298",87938,NA
"86299",87939,5
"86300",87940,1
"86301",87941,NA
"86302",87942,3
"86303",87943,2
"86304",87944,2
"86305",87945,4
"86306",87946,1
"86307",87947,5
"86308",87948,3
"86309",87949,NA
"86310",87950,1
"86311",87951,5
"86312",87952,NA
"86313",87953,3
"86314",87954,2
"86315",87955,NA
"86316",87956,2
"86317",87957,3
"86318",87958,NA
"86319",87959,5
"86320",87960,NA
"86321",87961,1
"86322",87962,4
"86323",87963,NA
"86324",87964,4
"86325",87965,5
"86326",87966,4
"86327",87967,NA
"86328",87968,NA
"86329",87969,5
"86330",87970,NA
"86331",87971,2
"86332",87972,NA
"86333",87973,NA
"86334",87974,4
"86335",87975,4
"86336",87976,NA
"86337",87977,3
"86338",87978,NA
"86339",87979,NA
"86340",87980,NA
"86341",87981,NA
"86342",87982,2
"86343",87983,3
"86344",87984,3
"86345",87985,4
"86346",87986,5
"86347",87987,1
"86348",87988,4
"86349",87989,NA
"86350",87990,5
"86351",87991,NA
"86352",87992,NA
"86353",87993,NA
"86354",87994,5
"86355",87995,4
"86356",87996,NA
"86357",87997,2
"86358",87998,3
"86359",87999,NA
"86360",88000,2
"86361",88001,2
"86362",88002,5
"86363",88003,1
"86364",88004,NA
"86365",88005,3
"86366",88006,NA
"86367",88007,NA
"86368",88008,NA
"86369",88009,NA
"86370",88010,3
"86371",88011,5
"86372",88012,NA
"86373",88013,NA
"86374",88014,NA
"86375",88015,NA
"86376",88016,NA
"86377",88017,NA
"86378",88018,5
"86379",88019,3
"86380",88020,5
"86381",88021,1
"86382",88022,4
"86383",88023,NA
"86384",88024,NA
"86385",88025,4
"86386",88026,NA
"86387",88027,3
"86388",88028,NA
"86389",88029,1
"86390",88030,1
"86391",88031,4
"86392",88032,NA
"86393",88033,NA
"86394",88034,3
"86395",88035,NA
"86396",88036,NA
"86397",88037,NA
"86398",88038,NA
"86399",88039,NA
"86400",88040,5
"86401",88041,NA
"86402",88042,3
"86403",88043,NA
"86404",88044,NA
"86405",88045,4
"86406",88046,3
"86407",88047,3
"86408",88048,5
"86409",88049,4
"86410",88050,3
"86411",88051,5
"86412",88052,NA
"86413",88053,NA
"86414",88054,4
"86415",88055,5
"86416",88056,4
"86417",88057,NA
"86418",88058,3
"86419",88059,NA
"86420",88060,4
"86421",88061,NA
"86422",88062,NA
"86423",88063,3
"86424",88064,2
"86425",88065,5
"86426",88066,NA
"86427",88067,NA
"86428",88068,NA
"86429",88069,1
"86430",88070,NA
"86431",88071,4
"86432",88072,4
"86433",88073,NA
"86434",88074,NA
"86435",88075,2
"86436",88076,NA
"86437",88077,4
"86438",88078,NA
"86439",88079,NA
"86440",88080,NA
"86441",88081,5
"86442",88082,4
"86443",88083,5
"86444",88084,NA
"86445",88085,NA
"86446",88086,2
"86447",88087,1
"86448",88088,NA
"86449",88089,2
"86450",88090,3
"86451",88091,NA
"86452",88092,1
"86453",88093,NA
"86454",88094,2
"86455",88095,NA
"86456",88096,3
"86457",88097,3
"86458",88098,5
"86459",88099,3
"86460",88100,5
"86461",88101,NA
"86462",88102,2
"86463",88103,1
"86464",88104,3
"86465",88105,NA
"86466",88106,4
"86467",88107,NA
"86468",88108,3
"86469",88109,NA
"86470",88110,4
"86471",88111,4
"86472",88112,4
"86473",88113,1
"86474",88114,4
"86475",88115,3
"86476",88116,5
"86477",88117,NA
"86478",88118,NA
"86479",88119,5
"86480",88120,3
"86481",88121,NA
"86482",88122,NA
"86483",88123,5
"86484",88124,NA
"86485",88125,3
"86486",88126,4
"86487",88127,NA
"86488",88128,2
"86489",88129,NA
"86490",88130,NA
"86491",88131,3
"86492",88132,5
"86493",88133,3
"86494",88134,4
"86495",88135,NA
"86496",88136,4
"86497",88137,2
"86498",88138,5
"86499",88139,NA
"86500",88140,NA
"86501",88141,NA
"86502",88142,NA
"86503",88143,2
"86504",88144,3
"86505",88145,3
"86506",88146,5
"86507",88147,4
"86508",88148,1
"86509",88149,5
"86510",88150,NA
"86511",88151,1
"86512",88152,NA
"86513",88153,1
"86514",88154,4
"86515",88155,NA
"86516",88156,4
"86517",88157,5
"86518",88158,3
"86519",88159,4
"86520",88160,NA
"86521",88161,2
"86522",88162,NA
"86523",88163,NA
"86524",88164,4
"86525",88165,NA
"86526",88166,NA
"86527",88167,2
"86528",88168,NA
"86529",88169,4
"86530",88170,3
"86531",88171,NA
"86532",88172,4
"86533",88173,2
"86534",88174,4
"86535",88175,3
"86536",88176,NA
"86537",88177,NA
"86538",88178,2
"86539",88179,NA
"86540",88180,NA
"86541",88181,3
"86542",88182,4
"86543",88183,NA
"86544",88184,3
"86545",88185,1
"86546",88186,4
"86547",88187,NA
"86548",88188,1
"86549",88189,NA
"86550",88190,NA
"86551",88191,4
"86552",88192,2
"86553",88193,NA
"86554",88194,4
"86555",88195,NA
"86556",88196,5
"86557",88197,4
"86558",88198,1
"86559",88199,3
"86560",88200,4
"86561",88201,NA
"86562",88202,NA
"86563",88203,3
"86564",88204,NA
"86565",88205,3
"86566",88206,2
"86567",88207,NA
"86568",88208,5
"86569",88209,3
"86570",88210,4
"86571",88211,3
"86572",88212,NA
"86573",88213,NA
"86574",88214,NA
"86575",88215,3
"86576",88216,2
"86577",88217,1
"86578",88218,4
"86579",88219,NA
"86580",88220,NA
"86581",88221,NA
"86582",88222,3
"86583",88223,NA
"86584",88224,4
"86585",88225,NA
"86586",88226,NA
"86587",88227,3
"86588",88228,4
"86589",88229,3
"86590",88230,4
"86591",88231,4
"86592",88232,4
"86593",88233,2
"86594",88234,NA
"86595",88235,NA
"86596",88236,NA
"86597",88237,NA
"86598",88238,5
"86599",88239,NA
"86600",88240,3
"86601",88241,1
"86602",88242,NA
"86603",88243,2
"86604",88244,4
"86605",88245,NA
"86606",88246,NA
"86607",88247,NA
"86608",88248,NA
"86609",88249,4
"86610",88250,NA
"86611",88251,NA
"86612",88252,NA
"86613",88253,3
"86614",88254,NA
"86615",88255,2
"86616",88256,4
"86617",88257,1
"86618",88258,1
"86619",88259,NA
"86620",88260,4
"86621",88261,3
"86622",88262,5
"86623",88263,NA
"86624",88264,5
"86625",88265,NA
"86626",88266,NA
"86627",88267,5
"86628",88268,NA
"86629",88269,NA
"86630",88270,NA
"86631",88271,NA
"86632",88272,4
"86633",88273,NA
"86634",88274,3
"86635",88275,NA
"86636",88276,NA
"86637",88277,NA
"86638",88278,NA
"86639",88279,NA
"86640",88280,NA
"86641",88281,NA
"86642",88282,5
"86643",88283,NA
"86644",88284,NA
"86645",88285,4
"86646",88286,5
"86647",88287,3
"86648",88288,NA
"86649",88289,5
"86650",88290,NA
"86651",88291,2
"86652",88292,4
"86653",88293,5
"86654",88294,2
"86655",88295,NA
"86656",88296,NA
"86657",88297,5
"86658",88298,4
"86659",88299,NA
"86660",88300,NA
"86661",88301,4
"86662",88302,4
"86663",88303,5
"86664",88304,2
"86665",88305,NA
"86666",88306,2
"86667",88307,4
"86668",88308,NA
"86669",88309,1
"86670",88310,5
"86671",88311,NA
"86672",88312,NA
"86673",88313,NA
"86674",88314,5
"86675",88315,4
"86676",88316,NA
"86677",88317,4
"86678",88318,5
"86679",88319,5
"86680",88320,5
"86681",88321,4
"86682",88322,3
"86683",88323,NA
"86684",88324,NA
"86685",88325,NA
"86686",88326,NA
"86687",88327,1
"86688",88328,5
"86689",88329,4
"86690",88330,1
"86691",88331,NA
"86692",88332,3
"86693",88333,4
"86694",88334,4
"86695",88335,3
"86696",88336,4
"86697",88337,3
"86698",88338,4
"86699",88339,4
"86700",88340,NA
"86701",88341,NA
"86702",88342,1
"86703",88343,5
"86704",88344,3
"86705",88345,NA
"86706",88346,4
"86707",88347,NA
"86708",88348,3
"86709",88349,NA
"86710",88350,3
"86711",88351,4
"86712",88352,1
"86713",88353,1
"86714",88354,NA
"86715",88355,5
"86716",88356,NA
"86717",88357,NA
"86718",88358,NA
"86719",88359,NA
"86720",88360,3
"86721",88361,3
"86722",88362,NA
"86723",88363,NA
"86724",88364,NA
"86725",88365,4
"86726",88366,1
"86727",88367,3
"86728",88368,5
"86729",88369,3
"86730",88370,3
"86731",88371,NA
"86732",88372,NA
"86733",88373,NA
"86734",88374,NA
"86735",88375,3
"86736",88376,3
"86737",88377,3
"86738",88378,NA
"86739",88379,NA
"86740",88380,4
"86741",88381,NA
"86742",88382,NA
"86743",88383,NA
"86744",88384,4
"86745",88385,5
"86746",88386,4
"86747",88387,NA
"86748",88388,5
"86749",88389,4
"86750",88390,NA
"86751",88391,NA
"86752",88392,1
"86753",88393,4
"86754",88394,NA
"86755",88395,5
"86756",88396,2
"86757",88397,NA
"86758",88398,1
"86759",88399,3
"86760",88400,5
"86761",88401,5
"86762",88402,5
"86763",88403,NA
"86764",88404,4
"86765",88405,NA
"86766",88406,5
"86767",88407,5
"86768",88408,NA
"86769",88409,NA
"86770",88410,NA
"86771",88411,3
"86772",88412,4
"86773",88413,1
"86774",88414,4
"86775",88415,NA
"86776",88416,NA
"86777",88417,5
"86778",88418,3
"86779",88419,NA
"86780",88420,NA
"86781",88421,1
"86782",88422,4
"86783",88423,NA
"86784",88424,NA
"86785",88425,3
"86786",88426,5
"86787",88427,2
"86788",88428,2
"86789",88429,4
"86790",88430,4
"86791",88431,4
"86792",88432,5
"86793",88433,3
"86794",88434,4
"86795",88435,NA
"86796",88436,2
"86797",88437,NA
"86798",88438,5
"86799",88439,5
"86800",88440,3
"86801",88441,1
"86802",88442,NA
"86803",88443,NA
"86804",88444,NA
"86805",88445,5
"86806",88446,NA
"86807",88447,NA
"86808",88448,2
"86809",88449,NA
"86810",88450,3
"86811",88451,1
"86812",88452,NA
"86813",88453,4
"86814",88454,NA
"86815",88455,5
"86816",88456,NA
"86817",88457,NA
"86818",88458,NA
"86819",88459,1
"86820",88460,3
"86821",88461,5
"86822",88462,2
"86823",88463,NA
"86824",88464,5
"86825",88465,NA
"86826",88466,NA
"86827",88467,NA
"86828",88468,5
"86829",88469,4
"86830",88470,NA
"86831",88471,NA
"86832",88472,4
"86833",88473,NA
"86834",88474,NA
"86835",88475,NA
"86836",88476,1
"86837",88477,4
"86838",88478,NA
"86839",88479,2
"86840",88480,4
"86841",88481,5
"86842",88482,2
"86843",88483,1
"86844",88484,NA
"86845",88485,1
"86846",88486,NA
"86847",88487,5
"86848",88488,1
"86849",88489,4
"86850",88490,NA
"86851",88491,NA
"86852",88492,NA
"86853",88493,NA
"86854",88494,NA
"86855",88495,NA
"86856",88496,4
"86857",88497,4
"86858",88498,NA
"86859",88499,NA
"86860",88500,NA
"86861",88501,4
"86862",88502,NA
"86863",88503,2
"86864",88504,2
"86865",88505,NA
"86866",88506,NA
"86867",88507,1
"86868",88508,NA
"86869",88509,1
"86870",88510,NA
"86871",88511,NA
"86872",88512,NA
"86873",88513,3
"86874",88514,3
"86875",88515,3
"86876",88516,5
"86877",88517,NA
"86878",88518,3
"86879",88519,NA
"86880",88520,NA
"86881",88521,NA
"86882",88522,NA
"86883",88523,NA
"86884",88524,4
"86885",88525,2
"86886",88526,5
"86887",88527,3
"86888",88528,4
"86889",88529,3
"86890",88530,3
"86891",88531,3
"86892",88532,NA
"86893",88533,4
"86894",88534,NA
"86895",88535,NA
"86896",88536,4
"86897",88537,2
"86898",88538,4
"86899",88539,NA
"86900",88540,2
"86901",88541,NA
"86902",88542,5
"86903",88543,3
"86904",88544,3
"86905",88545,3
"86906",88546,NA
"86907",88547,2
"86908",88548,NA
"86909",88549,5
"86910",88550,NA
"86911",88551,1
"86912",88552,5
"86913",88553,4
"86914",88554,NA
"86915",88555,NA
"86916",88556,5
"86917",88557,NA
"86918",88558,NA
"86919",88559,4
"86920",88560,NA
"86921",88561,2
"86922",88562,4
"86923",88563,NA
"86924",88564,NA
"86925",88565,4
"86926",88566,2
"86927",88567,NA
"86928",88568,1
"86929",88569,NA
"86930",88570,4
"86931",88571,NA
"86932",88572,3
"86933",88573,NA
"86934",88574,5
"86935",88575,4
"86936",88576,4
"86937",88577,NA
"86938",88578,5
"86939",88579,NA
"86940",88580,4
"86941",88581,NA
"86942",88582,NA
"86943",88583,4
"86944",88584,3
"86945",88585,2
"86946",88586,NA
"86947",88587,NA
"86948",88588,3
"86949",88589,4
"86950",88590,1
"86951",88591,4
"86952",88592,5
"86953",88593,4
"86954",88594,NA
"86955",88595,NA
"86956",88596,NA
"86957",88597,NA
"86958",88598,4
"86959",88599,4
"86960",88600,4
"86961",88601,3
"86962",88602,4
"86963",88603,NA
"86964",88604,5
"86965",88605,3
"86966",88606,4
"86967",88607,4
"86968",88608,1
"86969",88609,4
"86970",88610,NA
"86971",88611,NA
"86972",88612,4
"86973",88613,4
"86974",88614,4
"86975",88615,3
"86976",88616,NA
"86977",88617,NA
"86978",88618,2
"86979",88619,1
"86980",88620,NA
"86981",88621,4
"86982",88622,3
"86983",88623,3
"86984",88624,NA
"86985",88625,4
"86986",88626,4
"86987",88627,4
"86988",88628,1
"86989",88629,2
"86990",88630,5
"86991",88631,5
"86992",88632,5
"86993",88633,5
"86994",88634,2
"86995",88635,NA
"86996",88636,NA
"86997",88637,5
"86998",88638,3
"86999",88639,NA
"87000",88640,2
"87001",88641,5
"87002",88642,1
"87003",88643,4
"87004",88644,NA
"87005",88645,4
"87006",88646,4
"87007",88647,5
"87008",88648,NA
"87009",88649,NA
"87010",88650,1
"87011",88651,4
"87012",88652,NA
"87013",88653,5
"87014",88654,1
"87015",88655,4
"87016",88656,NA
"87017",88657,1
"87018",88658,5
"87019",88659,5
"87020",88660,4
"87021",88661,5
"87022",88662,NA
"87023",88663,NA
"87024",88664,1
"87025",88665,1
"87026",88666,4
"87027",88667,5
"87028",88668,2
"87029",88669,NA
"87030",88670,NA
"87031",88671,NA
"87032",88672,NA
"87033",88673,5
"87034",88674,2
"87035",88675,NA
"87036",88676,1
"87037",88677,4
"87038",88678,3
"87039",88679,NA
"87040",88680,4
"87041",88681,NA
"87042",88682,NA
"87043",88683,NA
"87044",88684,3
"87045",88685,NA
"87046",88686,4
"87047",88687,NA
"87048",88688,NA
"87049",88689,2
"87050",88690,NA
"87051",88691,5
"87052",88692,4
"87053",88693,NA
"87054",88694,NA
"87055",88695,1
"87056",88696,5
"87057",88697,4
"87058",88698,NA
"87059",88699,1
"87060",88700,3
"87061",88701,NA
"87062",88702,3
"87063",88703,4
"87064",88704,4
"87065",88705,NA
"87066",88706,3
"87067",88707,2
"87068",88708,1
"87069",88709,5
"87070",88710,NA
"87071",88711,NA
"87072",88712,NA
"87073",88713,4
"87074",88714,3
"87075",88715,NA
"87076",88716,NA
"87077",88717,5
"87078",88718,5
"87079",88719,1
"87080",88720,3
"87081",88721,5
"87082",88722,2
"87083",88723,4
"87084",88724,2
"87085",88725,3
"87086",88726,NA
"87087",88727,NA
"87088",88728,4
"87089",88729,4
"87090",88730,NA
"87091",88731,4
"87092",88732,4
"87093",88733,4
"87094",88734,NA
"87095",88735,NA
"87096",88736,NA
"87097",88737,NA
"87098",88738,5
"87099",88739,NA
"87100",88740,5
"87101",88741,5
"87102",88742,3
"87103",88743,5
"87104",88744,2
"87105",88745,NA
"87106",88746,NA
"87107",88747,3
"87108",88748,4
"87109",88749,NA
"87110",88750,NA
"87111",88751,NA
"87112",88752,NA
"87113",88753,NA
"87114",88754,NA
"87115",88755,4
"87116",88756,NA
"87117",88757,4
"87118",88758,3
"87119",88759,4
"87120",88760,NA
"87121",88761,4
"87122",88762,NA
"87123",88763,4
"87124",88764,5
"87125",88765,NA
"87126",88766,5
"87127",88767,4
"87128",88768,NA
"87129",88769,1
"87130",88770,5
"87131",88771,NA
"87132",88772,NA
"87133",88773,NA
"87134",88774,NA
"87135",88775,3
"87136",88776,1
"87137",88777,NA
"87138",88778,NA
"87139",88779,NA
"87140",88780,3
"87141",88781,3
"87142",88782,NA
"87143",88783,NA
"87144",88784,NA
"87145",88785,NA
"87146",88786,3
"87147",88787,5
"87148",88788,NA
"87149",88789,5
"87150",88790,5
"87151",88791,5
"87152",88792,NA
"87153",88793,4
"87154",88794,NA
"87155",88795,2
"87156",88796,4
"87157",88797,3
"87158",88798,3
"87159",88799,4
"87160",88800,NA
"87161",88801,NA
"87162",88802,NA
"87163",88803,4
"87164",88804,3
"87165",88805,5
"87166",88806,4
"87167",88807,NA
"87168",88808,NA
"87169",88809,5
"87170",88810,NA
"87171",88811,NA
"87172",88812,NA
"87173",88813,NA
"87174",88814,5
"87175",88815,NA
"87176",88816,2
"87177",88817,NA
"87178",88818,3
"87179",88819,NA
"87180",88820,NA
"87181",88821,NA
"87182",88822,NA
"87183",88823,3
"87184",88824,NA
"87185",88825,NA
"87186",88826,NA
"87187",88827,4
"87188",88828,NA
"87189",88829,5
"87190",88830,1
"87191",88831,NA
"87192",88832,NA
"87193",88833,5
"87194",88834,4
"87195",88835,5
"87196",88836,3
"87197",88837,NA
"87198",88838,4
"87199",88839,NA
"87200",88840,4
"87201",88841,1
"87202",88842,5
"87203",88843,1
"87204",88844,NA
"87205",88845,5
"87206",88846,3
"87207",88847,1
"87208",88848,5
"87209",88849,NA
"87210",88850,NA
"87211",88851,3
"87212",88852,NA
"87213",88853,NA
"87214",88854,4
"87215",88855,1
"87216",88856,1
"87217",88857,5
"87218",88858,NA
"87219",88859,4
"87220",88860,NA
"87221",88861,NA
"87222",88862,4
"87223",88863,NA
"87224",88864,5
"87225",88865,NA
"87226",88866,NA
"87227",88867,5
"87228",88868,2
"87229",88869,NA
"87230",88870,NA
"87231",88871,3
"87232",88872,NA
"87233",88873,NA
"87234",88874,4
"87235",88875,3
"87236",88876,NA
"87237",88877,1
"87238",88878,4
"87239",88879,3
"87240",88880,NA
"87241",88881,4
"87242",88882,NA
"87243",88883,5
"87244",88884,4
"87245",88885,3
"87246",88886,NA
"87247",88887,4
"87248",88888,5
"87249",88889,NA
"87250",88890,1
"87251",88891,4
"87252",88892,3
"87253",88893,NA
"87254",88894,2
"87255",88895,1
"87256",88896,5
"87257",88897,3
"87258",88898,3
"87259",88899,NA
"87260",88900,4
"87261",88901,4
"87262",88902,4
"87263",88903,5
"87264",88904,NA
"87265",88905,NA
"87266",88906,4
"87267",88907,4
"87268",88908,3
"87269",88909,NA
"87270",88910,5
"87271",88911,5
"87272",88912,3
"87273",88913,NA
"87274",88914,5
"87275",88915,3
"87276",88916,4
"87277",88917,NA
"87278",88918,NA
"87279",88919,4
"87280",88920,5
"87281",88921,NA
"87282",88922,NA
"87283",88923,NA
"87284",88924,5
"87285",88925,4
"87286",88926,5
"87287",88927,1
"87288",88928,NA
"87289",88929,NA
"87290",88930,5
"87291",88931,NA
"87292",88932,4
"87293",88933,4
"87294",88934,5
"87295",88935,3
"87296",88936,NA
"87297",88937,4
"87298",88938,3
"87299",88939,NA
"87300",88940,5
"87301",88941,NA
"87302",88942,3
"87303",88943,1
"87304",88944,4
"87305",88945,4
"87306",88946,NA
"87307",88947,4
"87308",88948,NA
"87309",88949,5
"87310",88950,5
"87311",88951,4
"87312",88952,5
"87313",88953,NA
"87314",88954,NA
"87315",88955,NA
"87316",88956,2
"87317",88957,4
"87318",88958,NA
"87319",88959,NA
"87320",88960,4
"87321",88961,2
"87322",88962,NA
"87323",88963,NA
"87324",88964,NA
"87325",88965,4
"87326",88966,NA
"87327",88967,NA
"87328",88968,5
"87329",88969,NA
"87330",88970,5
"87331",88971,NA
"87332",88972,NA
"87333",88973,NA
"87334",88974,4
"87335",88975,NA
"87336",88976,5
"87337",88977,NA
"87338",88978,NA
"87339",88979,5
"87340",88980,NA
"87341",88981,3
"87342",88982,5
"87343",88983,2
"87344",88984,1
"87345",88985,5
"87346",88986,5
"87347",88987,NA
"87348",88988,NA
"87349",88989,NA
"87350",88990,2
"87351",88991,4
"87352",88992,5
"87353",88993,NA
"87354",88994,3
"87355",88995,NA
"87356",88996,4
"87357",88997,NA
"87358",88998,NA
"87359",88999,NA
"87360",89000,4
"87361",89001,NA
